A|A1|44
S|DONUR|047506111|0075010556|TOKNA|048423611|0075054444|355|355|5508
S|TOKNA|048423611|0075054444|IRGIT|048872222|0075076667|355|355|2693
S|IRGIT|048872222|0075076667|DIMUT|049307778|0075098333|354|354|2615
S|DIMUT|049307778|0075098333|EKTAB|049765278|0075121667|354|354|2747
S|EKTAB|049765278|0075121667|BODNU|050396111|0075155000|354|354|3787
S|BODNU|050396111|0075155000|APTOK|050509722|0075161111|354|354|682
S|APTOK|050509722|0075161111|ABELI|051590000|0075220000|354|354|6485
S|ABELI|051590000|0075220000|AMOLA|052648056|0071934445|353|290|13666
S|AMOLA|052648056|0071934445|ADLON|053024722|0070679722|286|287|5078
S|ADLON|053024722|0070679722|KTU|053350278|0069618056|285|0|4288

A|A111|6
S|BLH|046881111|0074981389|ESADO|047101944|0076010278|0|66|4414
S|ESADO|047101944|0076010278|MADEV|047315833|0077057778|66|66|4458
S|MADEV|047315833|0077057778|IBDAS|047570000|0078408889|67|68|5691
